"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"6059","1172","385959672","2016-05-10",NA,"permanent",55000,55000,"0","...  Skills: Degree-level capability in computer <strong>science</strong> (<strong>data</strong> structures, algorithms, and computational complexity)Commercial experience of JavaScript, HTML5 and associated frameworks ...","UI Developer",NA,NA,"it-jobs","IT Jobs","Bristol, South West England",-2.5919,51.455299,"2016-06-26 23:02:50",TRUE,"-2.5919 51.455299",2016-05-10
"6060","1173","399624907","2016-06-15","full_time","permanent",70000,80000,"0","...  of Science (BSc) degree in Computer <strong>Science</strong> / <strong>Data</strong> Communications Consistent integration and implementation of security solutions at the business unit level At least 10 years of system ...","Security Applications Engineer","Harvey Nash Plc",NA,"it-jobs","IT Jobs","The City, Central London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-15
"6061","1174","396374696","2016-06-07",NA,NA,44000,55000,"0","...  website terms of use and privacy policies, intellectual property ownership, life <strong>sciences</strong>, <strong>data</strong> protection and public procurement. They hold a wide range of businesses as part ...","Commercial Solicitor","BCL Legal Bham and South",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","Cambridge, Cambridgeshire",0.131237,52.202499,"2016-06-26 23:02:50",TRUE,"0.131237 52.202499",2016-06-07
"6062","1175","398202390","2016-06-10",NA,NA,35000,35000,"0","...  Ability to produce high quality and accurate scientific copy in a range of writing styles Must have experience working in an Agency Excellent understanding of the <strong>science</strong> and <strong>data</strong> behind ...","Medical Writer - Healthcare Communications Agency £40K","NuEPC Recruitment",NA,"creative-design-jobs","Creative & Design Jobs","The City, Central London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-10
"6063","1176","393998789","2016-06-01",NA,NA,40000,40000,"0","...  or python. Experience in computer <strong>science</strong>, <strong>data</strong> structures, algorithms and software design. Preferred Qualifications: Strong OO skills Native mobile development skills with Android/iOS ...","Full Stack Software Engineer","LoveWorkLife Recruitment Limited",NA,"it-jobs","IT Jobs","Oxford, Oxfordshire",-1.25588,51.7523,"2016-06-26 23:02:50",TRUE,"-1.25588 51.7523",2016-06-01
"6064","1177","402555407","2016-06-23",NA,NA,20000,20000,"0","...  You will need: • Experience in SQL and data manipulation, preferably for Assurance • A technical background in Mathematics, Computer <strong>Science</strong>, <strong>Data</strong> Analytics or similar • Experience ...","Data & Analytics Executive","Catalyst",NA,"accounting-finance-jobs","Accounting & Finance Jobs","Birmingham, West Midlands",-1.89359,52.483002,"2016-06-26 23:02:50",TRUE,"-1.89359 52.483002",2016-06-23
"6065","1178","397823775","2016-06-09",NA,NA,19384.07,19384.07,"1","...  of Recruitment Consultants within a market-leading Recruitment Agency specialising in placing candidates / consultants into <strong>data</strong> and technology, life <strong>sciences</strong> and engineering roles within ...","Trainee Recruitment Consultant- Uncapped Earnings","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-09
"6066","1179","397823706","2016-06-09",NA,NA,20006.9,20006.9,"1","...  at speed - In 2013 we ranked on the Sunday Times Virgin Fast Track 100, with profits growing by 70% year-on-year. We specialise in placing candidates / consultants into <strong>data</strong> ...  and technology, life <strong>sciences</strong> and engineering roles within the public and private sector. THE ROLE AS A RECRUITMENT CONSULTANT Cold calling businesses throughout Europe. Developing ...","Trainee Recruitment Consultant- No Experience Needed","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-09
"6067","1180","400168478","2016-06-16",NA,NA,20000,20000,"0","...  of Recruitment Consultants within a market-leading Recruitment Agency specialising in placing candidates / consultants into <strong>data</strong> and technology, life <strong>sciences</strong> and engineering roles within ...","German Speaking Trainee Recruitment Consultant- Central London","Optimus Search",NA,"hr-jobs","HR & Recruitment Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-16
"6068","1181","403250440","2016-06-24",NA,NA,42119.66,42119.66,"1","...  and web analytics background, and will have a passion for all things big <strong>data</strong>. An IT or Computer <strong>Science</strong> degree is beneficial, and recent experience in a similar role is preferred ...","Web Analyst British Clothing Retailer £35-45K London","Sales Logic",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-24
"6069","1182","403251790","2016-06-24",NA,NA,33433.3,33433.3,"1","...  must have: • An education degree relates to applied research in <strong>data</strong> management or computer <strong>science</strong>. • Experience with object-oriented design and programming, preferably Java ...","Computing Research Engineer","SENSEWHERE LIMITED",NA,"it-jobs","IT Jobs","West Lothian, Scotland",-3.56749,55.898147,"2016-06-26 23:02:50",TRUE,"-3.56749 55.898147",2016-06-24
"6070","1183","403547395","2016-06-25",NA,NA,18734,21605,"0","...  for much of the underpinning day-to-day project administration for the SKA <strong>Science</strong> <strong>Data</strong> Processor project. The ability to work both as part of a team, and independently, coupled ...","Clerical Assistant in the Astrophysics Group (Fixed Term) in the Department of Physics at the University of Cambridge","University of Cambridge","University of Cambridge","scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"6071","1184","399446694","2016-06-14","full_time","permanent",80000,80000,"0",":  Bachelor of Science (BSc) degree in Computer <strong>Science</strong> / <strong>Data</strong> Communications  Consistent integration and implementation of security solutions at the business unit level  At least 10 years ...","Security Applications Engineer","Harvey Nash",NA,"it-jobs","IT Jobs","The City, Central London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-14
"6072","1185","402782707","2016-06-23",NA,NA,59631.35,59631.35,"1","-oriented design Computer <strong>Science</strong> fundamentals in <strong>data</strong> structures Computer <strong>Science</strong> fundamentals in algorithm design, problem solving, and complexity analysis Experience developing ...","Software Development Manager - Partner Integration Team, Amazon Video","Amazon.com",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"6073","1186","399588067","2016-06-15",NA,"permanent",27363.27,27363.27,"1","Do you have sound working knowledge of GLP, GMP, GCP and other related quality standards? Are you an experienced Auditor performing analytical <strong>science</strong> audits on <strong>data</strong>, procedures ...","Quality Assurance Auditor",NA,NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","Manchester, Greater Manchester",-2.23438,53.480701,"2016-06-26 23:02:50",TRUE,"-2.23438 53.480701",2016-06-15
"6074","1187","400409290","2016-06-17",NA,"permanent",30632.12,30632.12,"1",", HPLC. - Significant Experience of Stability Testing for drug products including assay/related substances, dissolution analysis. - Experience of using Empower chromatography <strong>data</strong> ...  capture system CK <strong>Science</strong> is an Equal Opportunities employer who welcomes applications from all who meet our selection criteria. If you do not hear back from us within 5 working days ...","Senior Analyst - East Mids",NA,NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","East Midlands, UK",-0.846093,52.934907,"2016-06-26 23:02:50",TRUE,"-0.846093 52.934907",2016-06-17
"6075","1188","402800192","2016-06-23",NA,"permanent",25000,35000,"0","ocesses for our clients Minimum Qualifications B<strong>A/BS De</strong>gr<strong>ee i</strong>n Computer Science, Computer Engineering or related technical field Programming experience in C# Experience in computer s ...","C# Web Developer (C#, NET, Javascript, MVC, WEB API, MySQL)","harringtonstarr",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"6076","1189","402128427","2016-06-22",NA,"permanent",30000,32000,"0","...  with VB.NET and SQL (SQL Server and Oracle) is essential. Be part of this exciting team and APPLY TODAY - Interviews happening soon Key Words: Graduate, <strong>Data</strong>, Analysis, Analyst, Maths ... , <strong>Science</strong>, Excel, University, Graduates, BSc, Mathematics, Stats, Statistical, Reports, BA, Test Engineer, Software Engineer, SQL, Visual Basic, VB, .NET, VB.Net, computing, computer ...","Software Engineer VBNET","About You Recruitment",NA,"graduate-jobs","Graduate Jobs","Redhill, Surrey",-0.170087,51.240799,"2016-06-26 23:02:50",TRUE,"-0.170087 51.240799",2016-06-22
"6077","1190","402130275","2016-06-22",NA,"permanent",40000,50000,"0","ver and Oracle) is essential, knowledge of C++ advantageous. Be part of this exciting team and APPLY TODAY - Interviews happening soon Key Wor<strong>ds: </strong>Graduate, Data, Analysis, An<strong>alyst, </strong>Maths,  ...","Software Developer C#Net","About You Recruitment",NA,"it-jobs","IT Jobs","Redhill, Surrey",-0.170087,51.240799,"2016-06-26 23:02:50",TRUE,"-0.170087 51.240799",2016-06-22
"6078","1191","402129082","2016-06-22",NA,"permanent",35000,NA,"0","...  Server and Oracle) is preferred. Be part of this exciting company and APPLY TODAY - Interviews happening soon Key Words: Graduate, <strong>Data</strong>, Analysis, Analyst, Maths, <strong>Science</strong>, Excel ...","Software Test Engineer","About You Recruitment",NA,"graduate-jobs","Graduate Jobs","Redhill, Surrey",-0.170087,51.240799,"2016-06-26 23:02:50",TRUE,"-0.170087 51.240799",2016-06-22
"6079","1192","393683264","2016-05-31",NA,NA,60000,60000,"0",", freelance, regulatory writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Director - A more Strategic role","NonStop Recruitment",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-31
"6080","1193","392091975","2016-05-26",NA,NA,35000,35000,"0",", regulatory writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Medical Writer, Company Understands Home Working","NonStop Recruitment",NA,"scientific-qa-jobs","Scientific & QA Jobs","Alfreton, Derbyshire",-1.38404,53.0975,"2016-06-26 23:02:50",TRUE,"-1.38404 53.0975",2016-05-26
"6081","1194","402468770","2016-06-23",NA,"permanent",60000,80000,"0","...  organisation, , United Kingdom, UK, England, Great Britain, Europe, Permanent, med writer, contracter, contract, freelance, regulatory writer, regulatory writing, clinical <strong>data</strong>, writing ... , <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Top London Agency","NonStop Recruitment",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"6082","1195","402920148","2016-06-24",NA,NA,60000,80000,"0","...  writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Top London Agency","NonStop Recruitment",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"6083","1196","402695313","2016-06-23","full_time",NA,60000,80000,"0",", freelance, regulatory writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Top London Agency","NonStop Recruitment",NA,"scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-23
"6084","1197","402318737","2016-06-22",NA,"permanent",35000,2e+05,"0","...  Britain, Europe, Permanent, med writer, contracter, contract, freelance, regulatory writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer ...","Senior Account Director - Switzerland","NonStop Recruitment",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-22
"6085","1198","397630794","2016-06-09",NA,"permanent",45000,50000,"0",". • Maintain a current level of utility market and policy changes intelligence • Understand Utility supply trading arrangements • Analyze Utility profiles and benchmark against known <strong>data</strong> ... . Essential · Engineering or Applied <strong>Science</strong> degree in an energy related subject or equivalent · Member of or working towards professional membership · IOSH Managing Safely · Minimum 5 years ...","Energy Manager","BBL Recruitment",NA,"engineering-jobs","Engineering Jobs","South West London, London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-09
"6086","1199","398212254","2016-06-10","full_time","permanent",60000,90000,"0","...  in most of the following areas: Bachelor's degree or demonstrable experience working with Data technical background in Mathematics, Computer <strong>Science</strong>, <strong>Data</strong> Analytics or similar ...","Senior Data Analytics Manager- Consulting","Harnham",NA,"consultancy-jobs","Consultancy Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-10
"6087","1200","398201350","2016-06-10",NA,NA,60000,60000,"0","...  in most of the following areas: Bachelor's degree or demonstrable experience working with Data technical background in Mathematics, Computer <strong>Science</strong>, <strong>Data</strong> Analytics or similar ...","Senior Data Analytics Manager- Consulting","Harnham",NA,"accounting-finance-jobs","Accounting & Finance Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-10
"6088","1201","390307107","2016-05-21",NA,NA,40000,40000,"0","...  agency experience Ability to demonstrate an excellent understanding of <strong>science</strong> and <strong>data</strong> behind marketing messages and strategy Experience of writing for strategic medical/marketing ...","Senior Medical Writer","Blue Tree Recruits",NA,"creative-design-jobs","Creative & Design Jobs","Basingstoke, Hampshire",-1.08402,51.262501,"2016-06-26 23:02:50",TRUE,"-1.08402 51.262501",2016-05-21
"6089","1202","391248323","2016-05-24",NA,NA,20000,20000,"0","...  Europe from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree - 94 ...","Trainee Recruitment Consultant- No Experience Needed","Optimus Search",NA,"hr-jobs","HR & Recruitment Jobs","Central London, London",-0.11126,51.51985,"2016-06-26 23:02:50",TRUE,"-0.11126 51.51985",2016-05-24
"6090","1203","391248706","2016-05-24",NA,NA,20000,20000,"0","...  Europe, mainly Germany, from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates ...","TRAINEE RECRUITMENT CONSULTANT- NO EXPERIENCE NEEDED","Optimus Search",NA,"hr-jobs","HR & Recruitment Jobs","Central London, London",-0.11126,51.51985,"2016-06-26 23:02:50",TRUE,"-0.11126 51.51985",2016-05-24
"6091","1204","391248783","2016-05-24",NA,NA,20000,20000,"0","...  of clients across Europe from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree ...","German Speaking Trainee Recruitment Consultant","Optimus Search",NA,"hr-jobs","HR & Recruitment Jobs","Central London, London",-0.11126,51.51985,"2016-06-26 23:02:50",TRUE,"-0.11126 51.51985",2016-05-24
"6092","1205","402393894","2016-06-22",NA,"permanent",25000,35000,"0","ocesses for our clients Minimum Qualifications B<strong>A/BS De</strong>gr<strong>ee i</strong>n Computer Science, Computer Engineering or related technical field Programming experience in C# Experience in computer s ...","C# Web Developer (C#, NET, Javascript, MVC, WEB API, MySQL)","Harrington Starr",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-22
"6093","1206","392544552","2016-05-27",NA,"permanent",80000,110000,"0",", health, pharmaceutical manufacturing / supply / distribution and have gained extensive experience with large-scale patient <strong>data</strong> (healthcare, life <strong>sciences</strong>, clinical trials or other ...","Enterprise Architect","The Associates Global Ltd",NA,"it-jobs","IT Jobs","North London, London",-0.123313,51.586237,"2016-06-26 23:02:50",TRUE,"-0.123313 51.586237",2016-05-27
"6094","1207","398253352","2016-06-10",NA,NA,55671.31,55671.31,"1","...  in most of the following areas: Bachelor's degree or demonstrable experience working with Data technical background in Mathematics, Computer <strong>Science</strong>, <strong>Data</strong> Analytics or similar ...","Senior Data Analytics Manager- Consulting","Harnham",NA,"it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-10
"6095","1208","395676445","2016-06-04",NA,NA,19834.9,19834.9,"1",", mainly Germany, from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree - 94 ...","Trainee Recruitment Consultant - £20k- £80k  OTE","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-04
"6096","1209","395676416","2016-06-04",NA,NA,19362.57,19362.57,"1","...  Europe from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree - 94 ...","TRAINEE RECRUITMENT CONSULTANT- NO EXPERIENCE NEEDED","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-04
"6097","1210","398632294","2016-06-11",NA,NA,19248.42,19248.42,"1","...  Europe, mainly Germany, from the most exciting and fast-paced industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates ...","TRAINEE RECRUITMENT CONSULTANT- NO EXPERIENCE NEEDED","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-11
"6098","1211","403659541","2016-06-25",NA,NA,19378.45,19378.45,"1","...  industries. We work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree - 94% of the people we place use us again the next time ...","Experienced German Speaking Trainee Recruitment Consultant","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"6099","1212","403659544","2016-06-25",NA,NA,19101.87,19101.87,"1","...  work in the engineering, <strong>data</strong> & technology and life <strong>science</strong> fields. We know what works and our candidates agree - 94% of the people we place use us again the next time they're looking for a job. We ...","Trainee Recruitment Consultant - London","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"6100","1213","399188366","2016-06-14",NA,NA,25000,30000,"0","...  involving a high level of research, <strong>data</strong> interpretation, and presentation preferably in <strong>Science</strong> or Engineering. Experience with the Medical Device Directive and the particular standards ...","Regulatory Engineer","Clinical Professionals",NA,"scientific-qa-jobs","Scientific & QA Jobs","Warwickshire, West Midlands",-1.552465,52.304095,"2016-06-26 23:02:50",TRUE,"-1.552465 52.304095",2016-06-14
"6101","1214","395871417","2016-06-05",NA,NA,56285.06,56285.06,"1","...  their products, concepts and solutions for health and life <strong>sciences</strong>. Big <strong>data</strong> visualisation in the space of health and life sciences, e.g. eco-system members such as clinicians, payers ...","Health Innovation Interaction Designer","Intel Corporation",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-05
"6102","1215","396016102","2016-06-06",NA,NA,40000,65000,"0","...  will possess the following skills and experience:  Degree level education  Working knowledge of PHP or other programming language (Ruby, Python, etc)  Strong computer <strong>science</strong> fundamentals ...  in <strong>data</strong> structures, algorithms, and object-oriented programming  Front-end development ecosystem (HTML, CSS, and JavaScript)  Relational database design principles (MySQL)  LAMP ...","Full Stack Developer - LAMP, PHP, HTML, Ruby","Certus Sales Recruitment",NA,"it-jobs","IT Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-06-06
"6103","1216","395233791","2016-06-03",NA,NA,34111.72,34111.72,"1","...  and Product Managers, working hand-in glove with Front/Back-end engineering teams, Digital Analytics, Optimisation and <strong>Data</strong>-<strong>Science</strong> to name but a few. The user interface team are primarily ...","UI Designer - ASOS","ASOS","ASOS","it-jobs","IT Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-03
"6104","1217","395235764","2016-06-03",NA,NA,47989.94,47989.94,"1",". The Detail We are looking for a Senior Data Scientist to lead our Retail <strong>Data</strong> <strong>Science</strong> team. You will play a key role in ensuring that ASOS has the right product at the right price for our ...","Senior Data Scientist - Retail","ASOS","ASOS","customer-services-jobs","Customer Services Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-03
"6105","1218","397400639","2016-06-08",NA,NA,50077.86,50077.86,"1","...  Assurance and Field Service Engineering sectors throughout Europe and the US. Key words: Data Analytics, Big <strong>Data</strong>, Machine Learning, Computer <strong>Science</strong>, Hadoop, MapReduce, Oracle, Matlab ...","Data Analytics Scientist – Big Data – Cambridgeshire","SSG Recruitment",NA,"it-jobs","IT Jobs","Eastern England, UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-08
"6106","1219","397391741","2016-06-08","full_time","permanent",33000,40000,"0","...  of <strong>science</strong> Love <strong>data</strong> and enjoy becoming an expert on your brands Strong communication skills, &nbsp;you enjoy taking part in creative and tactical brainstorming meetings Used to writing ...","Medical Copywriter, Healthcare Advertising","Media Contacts",NA,"creative-design-jobs","Creative & Design Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-08
"6107","1220","397208822","2016-06-08",NA,"permanent",55125.65,55125.65,"1","...  Assurance and Field Service Engineering sectors throughout Europe and the US. Key words: Data Analytics, Big <strong>Data</strong>, Machine Learning, Computer <strong>Science</strong>, Hadoop, MapReduce, Oracle, Matlab ...","Data Analytics Scientist Big Data Cambridgeshire","Support Services Group",NA,"it-jobs","IT Jobs","Cambridge, Cambridgeshire",0.131237,52.202499,"2016-06-26 23:02:50",TRUE,"0.131237 52.202499",2016-06-08
"6108","1221","393028717","2016-05-28",NA,NA,20168.33,20168.33,"1","...  or a Graduate position within Williams. The role will work in the Vehicle Science department, working closely with the Simulator, <strong>Data</strong> Processing, Software, Tyre <strong>Science</strong> and other groups ...","Mathematical Modeller (C++)","Williams Grand Prix Engineering Ltd",NA,"unknown","Unknown","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-05-28
"6109","1225","386603766","2016-05-11","full_time",NA,64072.66,64072.66,"1","...  or other <strong>data</strong> <strong>science</strong> tool within visualisations Specific industry experience of analytics 2:1 degree or above, or equivalent qualification or experience We are Consulting Three core ...","Analytics – Visualisation, Consultant /Senior Consultant, London",NA,NA,"consultancy-jobs","Consultancy Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-05-11
"6110","1226","399537692","2016-06-15",NA,NA,33916,33916,"1","...  involving a high level of research, <strong>data</strong> interpretation, and presentation preferably in <strong>Science</strong> or Engineering. Experience with the Medical Device Directive and the particular standards ...","Regulatory Engineer","Clinical Professionals Ltd",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","East Midlands, UK",-0.846093,52.934907,"2016-06-26 23:02:50",TRUE,"-0.846093 52.934907",2016-06-15
"6111","1227","399722848","2016-06-15",NA,NA,73316.14,73316.14,"1","...  needs for the companys portfolio Ensure quality and consistency of key <strong>data</strong> <strong>science</strong> deliverables Ensure that statistical analyses are performed in accordance with good statistical ...","Real World Informatics Statistical Methodologist","Astellas",NA,"unknown","Unknown","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-15
"6112","1228","400429786","2016-06-17",NA,NA,29460.16,29460.16,"1",", HPLC. - Significant Experience of Stability Testing for drug products including assay/related substances, dissolution analysis. - Experience of using Empower chromatography <strong>data</strong> ...  capture system CK <strong>Science</strong> is an Equal Opportunities employer who welcomes applications from all who meet our selection criteria. If you do not hear back from us within 5 working days ...","Senior Analyst - East Mids","CK Group ",NA,"scientific-qa-jobs","Scientific & QA Jobs","Leicestershire, East Midlands",-1.083426,52.64088,"2016-06-26 23:02:50",TRUE,"-1.083426 52.64088",2016-06-17
"6113","1229","400678862","2016-06-17",NA,NA,45000,55000,"0","...  protection, incident handling & response, forensics, endpoint protection & encryption Strong understanding of computer <strong>science</strong>: algorithms, <strong>data</strong> structures, databases, operating systems ...","Senior SOC Analyst","Lorien Resourcing Limited",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-17
"6114","1230","397321099","2016-06-08",NA,NA,47763.78,47763.78,"1","...  Service Engineering sectors throughout Europe and the US. Key words: Data Analytics, Big <strong>Data</strong>, Machine Learning, Computer <strong>Science</strong>, Hadoop, MapReduce, Oracle, Matlab, Comsol, Simulink ...","Data Analytics Scientist - Big Data - Cambridgeshire","Support Services Group",NA,"scientific-qa-jobs","Scientific & QA Jobs","Huntingdon, Cambridgeshire",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-08
"6115","1231","401546627","2016-06-20","full_time","contract",63475,63955,"0",": Experience applying control theory preferred. Knowledge of thermodynamics desirable. Interpretation and specification of after treatment simulation <strong>data</strong>. Education Preferred: Master ...  of <strong>Science</strong> or Phd qualification preferred. Additional Information : Ability and willingness to support overseas testing as part of the role (USA and Europe) is required - typically ...","30209 Calibration Engineer - diesel after treatment","Engineering and Production Management Consultants Ltd",NA,"other-general-jobs","Other/General Jobs","Warwick, Warwickshire",-1.58447,52.281898,"2016-06-26 23:02:50",TRUE,"-1.58447 52.281898",2016-06-20
"6116","1232","390306467","2016-05-21",NA,NA,35000,35000,"0","...  A technical background in Mathematics, Statistics, Computer <strong>Science</strong>, Engineering, <strong>Data</strong> Analytics or similar Ability to gain a UK Government Security Clearance SAS / SQL certified ...","Associate Consultant","Investigo",NA,"accounting-finance-jobs","Accounting & Finance Jobs","South East London, London",-0.02806,51.451818,"2016-06-26 23:02:50",TRUE,"-0.02806 51.451818",2016-05-21
"6117","1233","395804656","2016-06-05",NA,NA,40000,40000,"0","...  will possess the following skills and experience: Degree level education Working knowledge of PHP or other programming language (Ruby, Python, etc) Strong computer <strong>science</strong> fundamentals ...  in <strong>data</strong> structures, algorithms, and object-oriented programming Front-end development ecosystem (HTML, CSS, and JavaScript) Relational database design principles (MySQL) LAMP ...","Full Stack Developer - LAMP, PHP, HTML, Ruby","Certus Recruitment Group",NA,"it-jobs","IT Jobs","Reading, Berkshire",-0.969088,51.455002,"2016-06-26 23:02:50",TRUE,"-0.969088 51.455002",2016-06-05
"6118","1234","399161596","2016-06-13",NA,"permanent",25000,30000,"0","...  involving a high level of research, <strong>data</strong> interpretation, and presentation preferably in <strong>Science</strong> or Engineering. Experience with the Medical Device Directive and the particular standards ...","Regulatory Engineer","Clinical Professionals",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-13
"6119","1235","399812559","2016-06-15",NA,NA,30615.87,30615.87,"1","...  ready code. What you will need: · Excellent C# programming skills; · Unity development skills; · Some knowledge of C++; · Strong computer <strong>science</strong> fundamentals (<strong>data</strong> structures ...","Software Engineer (Data Structures/Algorithm) - Bristol","MICROTECH GLOBAL LTD",NA,"engineering-jobs","Engineering Jobs","Bristol, South West England",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-15
"6120","1236","399733128","2016-06-15",NA,NA,22032.76,22032.76,"1","Do you have sound working knowledge of GLP, GMP, GCP and other related quality standards? Are you an experienced Auditor performing analytical <strong>science</strong> audits on <strong>data</strong>, procedures ...","Quality Assurance Officer","Network Scientific Ltd.",NA,"scientific-qa-jobs","Scientific & QA Jobs","Manchester, Greater Manchester",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-15
